imageID,cc1,cc2,cc3,cc4,melanoom_truth
ISIC_0002829,-0.6618243548244478,-0.08775688862568193,-0.03711873156457535,-0.02793649481290124,0.0
ISIC_0002836,-0.7004825964579153,-0.07809969191447297,-0.031028706450676236,-0.022524868584574184,0.0
ISIC_0002871,-0.7510533521187956,-0.07370270729517281,-0.02949642620419192,-0.01532231611362607,0.0
ISIC_0002879,-0.6492059698940803,-0.08917481886489018,-0.040022258994910964,-0.026032003385329752,0.0
ISIC_0002885,-0.7352878295684138,-0.08434871439366287,-0.027327814679613857,-0.01820350202083254,0.0
ISIC_0002948,-0.7022304293001193,-0.11549207085701271,-0.02834595881462143,-0.014018358495189231,0.0
ISIC_0002975,-0.7435800850904972,-0.10561430165153554,-0.022556795729935922,-0.011997567470299578,0.0
ISIC_0002976,-0.7286596036041515,-0.05648486209703474,-0.033729846232574606,-0.021775873359785175,0.0
ISIC_0003005,-0.6789590967691145,-0.12450729760300147,-0.04130927618974939,-0.018556569867958644,0.0
ISIC_0003051,-0.6655642859054057,-0.08848524251509632,-0.04126657316342183,-0.024104280207803114,0.0
ISIC_0003056,-0.6597132120863786,-0.0846978895333316,-0.03793083572933248,-0.021327198386666274,0.0
ISIC_0003174,-0.7709030881703198,-0.06766309777534774,-0.020978927549979626,-0.016322331495169304,0.0
ISIC_0003308,-0.6369096891713202,-0.10073663396501006,-0.035047765534361286,-0.03299742610755184,0.0
ISIC_0003346,-0.6810782470416825,-0.06466068769380409,-0.050306226646755325,-0.022698995008617218,0.0
ISIC_0003728,-0.5629561367876306,-0.08223147841044559,-0.059897592796253146,-0.03106758082468694,0.0
ISIC_0004110,-0.43393376728102906,-0.08892575721131213,-0.06165662989674786,-0.03683659530081085,0.0
ISIC_0004115,-0.48969387644653034,-0.16354529689903022,-0.04427482972692867,-0.02814485208924475,0.0
ISIC_0004166,-0.6933601721093299,-0.10915947044455446,-0.038576422912650093,-0.020965347141310528,0.0
ISIC_0004168,-0.7603439974307711,-0.07065225333028663,-0.02508707912792553,-0.015312343269122619,0.0
ISIC_0004309,-0.7883955198122264,-0.07939607070934397,-0.019989040209033013,-0.013374300654808158,0.0
ISIC_0004346,-0.8026111843125571,-0.059717854765525144,-0.018910422205885208,-0.019790045873307016,0.0
ISIC_0004715,-0.7992917285662869,-0.07318646257681162,-0.028067053454212315,-0.013552150041372994,0.0
ISIC_0004985,-0.7051829550871362,-0.07202249672805727,-0.045210794432403875,-0.0235472510573453,0.0
ISIC_0005000,-0.6965203522115406,-0.10906514107373755,-0.03608965699209289,-0.019871092201894813,0.0
ISIC_0005187,-0.6396123547999635,-0.08281148389423984,-0.03622200034502823,-0.02492648296737912,0.0
ISIC_0005548,-0.49148943537871315,-0.08171867538042477,-0.04633996424097639,-0.03691499996986358,0.0
ISIC_0005555,-0.6950986595731493,-0.06582579944352757,-0.036662427462081204,-0.01759814854890919,0.0
ISIC_0005620,-0.712726151524181,-0.056794425415622185,-0.04610147804250156,-0.02198050719059126,0.0
ISIC_0005639,-0.5216393674917914,-0.09813398185895097,-0.04877437995123535,-0.033398740152577044,0.0
ISIC_0005666,-0.6456965572471791,-0.0738959105632547,-0.04740557004043233,-0.024092430087900962,0.0
ISIC_0005787,-0.8228353521258752,-0.055924988338528075,-0.023939789818326132,-0.00991044760804323,0.0
ISIC_0006021,-0.6287035748787928,-0.09714209707396484,-0.03979141373287351,-0.031768714846095766,0.0
ISIC_0006114,-0.7265011825439888,-0.053455836165117926,-0.03859345715612886,-0.025183442998707298,0.0
ISIC_0006193,-0.6784042787811966,-0.08399878628933305,-0.04569114085819209,-0.020938967863083163,0.0
ISIC_0006326,-0.6759120607589681,-0.059874142606559544,-0.03716244219514839,-0.025146342961997803,0.0
ISIC_0006350,-0.5227263924438175,-0.09646391996970646,-0.043057612695083264,-0.040241281933148215,0.0
ISIC_0006612,-0.7882258667738381,-0.07400503519219584,-0.03173516686549023,-0.01295402279830371,0.0
ISIC_0006711,-0.595072422478061,-0.07495254048598124,-0.049707142292751305,-0.027855358541668734,0.0
ISIC_0006776,-0.8020306931943226,-0.07101222452502604,-0.02583370755806401,-0.018636675265084147,0.0
ISIC_0006795,-0.7377496250141826,-0.07104306606362235,-0.023213918736373587,-0.02127153982893326,0.0
ISIC_0006800,-0.6985403218606895,-0.08727911615116393,-0.026382713502167837,-0.01465639281917401,0.0
ISIC_0006940,-0.7799438746337702,-0.07364565787508921,-0.026695664419430276,-0.013214490433265114,0.0
ISIC_0006982,-0.5834483244832236,-0.07045604787435014,-0.06284184841559881,-0.031037300948712515,0.0
ISIC_0007038,-0.7714453592380841,-0.06847232778154298,-0.025909839965856177,-0.013510709559147502,0.0
ISIC_0007087,-0.4298325201793842,-0.0902334992696468,-0.06593868986238621,-0.044354846353615474,0.0
ISIC_0007322,-0.6280560617782391,-0.08067693443499227,-0.04980833339719598,-0.03147946104793911,0.0
ISIC_0007475,-0.7463863760582954,-0.09227564407090957,-0.03208412668697094,-0.01749231305419692,0.0
ISIC_0007557,-0.490621212505654,-0.08497210044810943,-0.06329025419556705,-0.03382880923970977,0.0
ISIC_0007693,-0.5341572627949911,-0.09138920339119636,-0.06730750876306607,-0.03125275365266883,0.0
ISIC_0007760,-0.6980834818192168,-0.08466526968229268,-0.03292564492794561,-0.015402963560801161,0.0
ISIC_0008029,-0.6375522464530997,-0.07273976491920217,-0.048246341739723336,-0.029254983161214054,0.0
ISIC_0008116,-0.6955455796782841,-0.06880263259394884,-0.04236721531714904,-0.02365637713578933,0.0
ISIC_0008145,-0.6093006299148835,-0.0749442438259956,-0.06271530153569588,-0.02848919395412955,0.0
ISIC_0008207,-0.6110448053412123,-0.07053196945901588,-0.0329971715521197,-0.030633711986394946,0.0
ISIC_0008236,-0.7432759547507056,-0.06298725651503465,-0.03546266025769247,-0.022453948586108177,0.0
ISIC_0008256,-0.6260169126226076,-0.10110318463308432,-0.041283399390261766,-0.027834746759023102,0.0
ISIC_0008280,-0.739256832042977,-0.0960426503235206,-0.023009067515123063,-0.018685519941132683,0.0
ISIC_0008294,-0.7087328843809297,-0.08537054003307465,-0.034353516211248186,-0.018490476446607992,0.0
ISIC_0008347,-0.8057362324284649,-0.05753143934306636,-0.021148758384493455,-0.019307108821243854,0.0
ISIC_0008396,-0.766530825547413,-0.09000748261790434,-0.028157900236238625,-0.013608534523610591,0.0
ISIC_0008403,-0.7660169809509569,-0.0853122556148865,-0.02956952837053678,-0.014937864949360322,0.0
ISIC_0008406,-0.646920649701533,-0.07265594301774059,-0.04399023158959792,-0.02903665965391139,0.0
ISIC_0008507,-0.6271862805474433,-0.11375856821162952,-0.04659334003132243,-0.026317822737037824,0.0
ISIC_0008528,-0.5986723012042066,-0.0773682901392275,-0.05256282729040701,-0.03438077629452016,0.0
ISIC_0008541,-0.7364908646270552,-0.06250993246681946,-0.03387230000808715,-0.02526345929355002,0.0
ISIC_0008552,-0.7888370832424129,-0.039786813764913775,-0.03352919022197633,-0.016410141330041386,0.0
ISIC_0008600,-0.42048365313853353,-0.09266499139881762,-0.0709776799473478,-0.03691671149193107,0.0
ISIC_0008626,-0.6281865706867533,-0.09477497340047125,-0.04431174515089048,-0.025584994381410986,0.0
ISIC_0008659,-0.7830430755861373,-0.06665970527344153,-0.027597450816464572,-0.020847722897319163,0.0
ISIC_0008785,-0.6996318080782391,-0.09750584313422356,-0.035213397925704895,-0.020377857526474683,0.0
ISIC_0008807,-0.7917206840817912,-0.0686724900586899,-0.01968279779668472,-0.01602487217121057,0.0
ISIC_0008879,-0.6724170600572591,-0.11417964917699366,-0.03568264737049698,-0.02449070325272533,0.0
ISIC_0008992,-0.8006137139824777,-0.042768584733237885,-0.02487444508048317,-0.0164350372940837,0.0
ISIC_0008993,-0.8088203592183205,-0.043206388551721125,-0.02576906332643071,-0.018888180944578725,0.0
ISIC_0008998,-0.37212804430499413,-0.14317977981560004,-0.052953911010996224,-0.04281261574440334,0.0
ISIC_0009035,-0.6953631053176419,-0.0989621229617357,-0.045133027114002175,-0.02087674555991538,0.0
ISIC_0009078,-0.605654357476936,-0.11871430158235471,-0.05745139403656077,-0.026574939974264883,0.0
ISIC_0009083,-0.589380922248641,-0.12634844369117415,-0.03885830814859928,-0.028403300898708295,0.0
ISIC_0009160,-0.7057155756280185,-0.07483658964386158,-0.02879452058814483,-0.019128413038628736,0.0
ISIC_0009165,-0.6097593452039706,-0.09536995440622889,-0.03749595195545488,-0.02722276893140929,0.0
ISIC_0009188,-0.6625225792504689,-0.07294863347709021,-0.05646173993955997,-0.023078191653010796,0.0
ISIC_0009252,-0.5786228638769848,-0.13837490754360565,-0.03958664691589456,-0.02990863367987126,0.0
ISIC_0009297,-0.8180075323468488,-0.06415344180080441,-0.02357517039878647,-0.011520430800049865,0.0
ISIC_0009298,-0.7300444088499615,-0.09524907567699564,-0.03914841963833279,-0.020258453079939856,0.0
ISIC_0009344,-0.5924869953140889,-0.07774283711774599,-0.05520038006561512,-0.03919112673795147,0.0
ISIC_0009430,-0.5596545241508502,-0.07753228671641985,-0.041453119037181185,-0.028894225258811607,0.0
ISIC_0009504,-0.6314725929909353,-0.08922148732261417,-0.03661205023582911,-0.02859857225828316,0.0
ISIC_0009533,-0.6664875191292547,-0.0987634474348075,-0.029775626034754143,-0.026623346463611863,0.0
ISIC_0009564,-0.7089019946098126,-0.07918416590393659,-0.041063898399783735,-0.013805103173321856,0.0
ISIC_0009583,-0.6037664297972444,-0.11300075748039398,-0.0398859181883601,-0.030264996548721668,0.0
ISIC_0009599,-0.5964023358504339,-0.08854386231712855,-0.06443139443879589,-0.03824263930487047,0.0
ISIC_0009758,-0.6125772606705523,-0.06830653956680863,-0.05611446124511907,-0.03973429821300692,0.0
ISIC_0009860,-0.6059218140954759,-0.12642650016873846,-0.042844212743634674,-0.020968590583169883,0.0
ISIC_0009868,-0.48023868896187966,-0.08737430659286877,-0.0680139176815123,-0.0334711557300125,1.0
ISIC_0009869,-0.5883314410637124,-0.119328926585159,-0.052784005935736705,-0.026769060107906792,0.0
ISIC_0009870,-0.7011238351449008,-0.09649698328820844,-0.024214319432920864,-0.020076929392927045,0.0
ISIC_0009871,-0.48545223983786784,-0.08631639540470792,-0.06372744418299661,-0.04509559509545641,0.0
ISIC_0009872,-0.7981613791586029,-0.05672735545958078,-0.027329032005586076,-0.01260539964271068,0.0
ISIC_0009873,-0.4511633817327618,-0.13184399193804475,-0.06199712833579671,-0.030125600431464755,0.0
ISIC_0009874,-0.5526755916815529,-0.0843292262263346,-0.05348435609927485,-0.036646235831461565,0.0
ISIC_0009875,-0.23755352118876844,-0.11303699149021018,-0.10213374621986704,-0.04653509755186752,0.0
ISIC_0009877,-0.5710944367103257,-0.12001596275623211,-0.0408653440428679,-0.036438842551425404,0.0
ISIC_0009879,-0.43555131543131886,-0.0996037163551492,-0.08251243414513337,-0.04349500488367383,0.0
ISIC_0009880,-0.5114120534804951,-0.09018777806867928,-0.05780571350036126,-0.031765548460549964,0.0
ISIC_0009881,-0.5028114730525922,-0.08893459740994258,-0.05759298786294828,-0.024836757366350798,0.0
ISIC_0009882,-0.4836196608589989,-0.07819216535885909,-0.03636787513032577,-0.03059073174355542,1.0
ISIC_0009883,-0.3843181504758965,-0.13555837187999892,-0.06436841283939906,-0.042549581722347685,0.0
ISIC_0009884,-0.5237789396380936,-0.12749332665949065,-0.06313932567085309,-0.028110092200853032,0.0
ISIC_0009885,-0.4583508931270669,-0.15804174913494776,-0.05638911156034693,-0.041173693145062557,0.0
ISIC_0009888,-0.5311843614900569,-0.10056079398667211,-0.07276335924873101,-0.03487950274501214,0.0
ISIC_0009889,-0.5848350353277769,-0.07686396562600428,-0.03788005632246788,-0.0318945238730913,0.0
ISIC_0009891,-0.5596185100617996,-0.10025068670266468,-0.040106646157781894,-0.028126181410441375,0.0
ISIC_0009895,-0.42111813351104793,-0.14773067843659726,-0.06625224197566654,-0.03309465023269412,0.0
ISIC_0009896,-0.2861966205598641,-0.14485637525847828,-0.08404980801169867,-0.0485245243104519,0.0
ISIC_0009897,-0.25334215190270054,-0.0919270247026101,-0.06085289126654364,-0.04277194411524943,1.0
ISIC_0009898,-0.3905796125062611,-0.10489978512944836,-0.07775652257554824,-0.04880447402374116,1.0
ISIC_0009899,-0.3723997053227057,-0.12357319759972452,-0.059577676103632626,-0.04971475342445686,0.0
ISIC_0009901,-0.38976303653664424,-0.13711212876872098,-0.0621693804881667,-0.036318576867778646,0.0
ISIC_0009902,-0.6289031001079176,-0.11009083854483973,-0.03390919278067808,-0.022378017598235697,0.0
ISIC_0009905,-0.4063522495159213,-0.06917303445977124,-0.04751441471633966,-0.040674266715030216,1.0
ISIC_0009906,-0.5701349528514191,-0.09012124144230305,-0.04327912027112965,-0.025310651906640114,0.0
ISIC_0009909,-0.5788523374865616,-0.0895503007627731,-0.05819927395568844,-0.026321222500274133,0.0
ISIC_0009910,-0.5251244862667692,-0.1309960292643664,-0.048578428321377876,-0.03065618869328035,1.0
ISIC_0009911,-0.6020646737446106,-0.133942847958029,-0.049915552278372216,-0.028207074479590297,0.0
ISIC_0009912,-0.7156528979590572,-0.09024501145738922,-0.04361449865478978,-0.018925285797742025,0.0
ISIC_0009914,-0.29333118563744354,-0.17207991764048408,-0.05037750599284019,-0.040062412547846704,0.0
ISIC_0009915,-0.42999309220537885,-0.08232161503297764,-0.06262512600625958,-0.042348337549985515,0.0
ISIC_0009917,-0.6829975670816283,-0.05908228846393443,-0.03990379474790254,-0.023504443770934733,0.0
ISIC_0009918,-0.24507322634199719,-0.08781138431636987,-0.06580545588190773,-0.043382105832676265,1.0
ISIC_0009919,-0.564218455096799,-0.12220581202565778,-0.02662044872942529,-0.03188608448046315,0.0
ISIC_0009920,-0.5424556189113707,-0.1057562198813432,-0.03666047745606435,-0.025888952849192404,0.0
ISIC_0009921,-0.39179089576603127,-0.12517078870269926,-0.08052676893865915,-0.04551716129481223,0.0
ISIC_0009923,-0.526505368109701,-0.07801391771522459,-0.06160950148491759,-0.036320741596707284,0.0
ISIC_0009925,-0.3688150752759753,-0.16348101588119845,-0.07901470530943214,-0.032843061373797944,0.0
ISIC_0009929,-0.5860699208231819,-0.07864702405197618,-0.04393590438477482,-0.029101017220417386,0.0
ISIC_0009930,-0.7008844122514116,-0.10240139170736151,-0.027009908693469545,-0.01601580248767616,0.0
ISIC_0009931,-0.4060495803800146,-0.077281961059262,-0.048269562044241154,-0.03796278055881175,0.0
ISIC_0009932,-0.49291312016327105,-0.10258131007065668,-0.05873692980651246,-0.029490681554963594,0.0
ISIC_0009933,-0.41259280696694234,-0.1551201765215282,-0.08125187829266708,-0.03182437119259962,0.0
ISIC_0009935,-0.5835455733132799,-0.10229095100028376,-0.030858962698473352,-0.02583403335104631,0.0
ISIC_0009936,-0.6759926891237256,-0.10895562150622606,-0.036310935792932666,-0.01791634789585879,0.0
ISIC_0009937,-0.5159006100631194,-0.12380658363214711,-0.04187322824284684,-0.03562529340673637,0.0
ISIC_0009938,-0.6168045875634087,-0.09491272580736265,-0.03902204218133318,-0.029753065485541103,0.0
ISIC_0009939,-0.6237603405161223,-0.08136206794976744,-0.040007841873538175,-0.02777391407068841,0.0
ISIC_0009940,-0.20435689372260457,-0.09727878265908824,-0.057387335125030414,-0.05944965776683969,0.0
ISIC_0009941,-0.5204709075574041,-0.09686126224772262,-0.04647527001030527,-0.03243508389060587,0.0
ISIC_0009942,-0.607416098866272,-0.10725211217775549,-0.046017935690026435,-0.023690256102525564,0.0
ISIC_0009943,-0.47608575312048157,-0.08569169301595803,-0.06270625367193983,-0.04843807716081874,0.0
ISIC_0009945,-0.6404180641606596,-0.07109986959643896,-0.03710874066540987,-0.03072081063713042,0.0
ISIC_0009946,-0.6078798792377829,-0.11250463968753213,-0.03005300441047362,-0.02520415370185633,0.0
ISIC_0009947,-0.6310408162573783,-0.06512066965821445,-0.049258632155085746,-0.03214616350869989,0.0
ISIC_0009949,-0.29223978556682695,-0.14592002749309801,-0.05958684405604309,-0.03458696056332877,0.0
ISIC_0009950,-0.5195068311672844,-0.143437350282541,-0.06426388023885587,-0.0297392735708365,1.0
ISIC_0009951,-0.597315603113439,-0.10969489913720598,-0.04565988957271214,-0.029264114451000717,0.0
ISIC_0009953,-0.35553500555956835,-0.09157664558333439,-0.0743504249419053,-0.033986304058730515,0.0
ISIC_0009954,-0.6271954144157187,-0.10874019882706218,-0.031126657618350623,-0.02512716919630384,0.0
ISIC_0009955,-0.5339550937152268,-0.1250527663403251,-0.042912956591862894,-0.027592407076940356,1.0
ISIC_0009956,-0.5700493143137377,-0.10883958719414066,-0.047004640490485694,-0.026795723053866155,0.0
ISIC_0009958,-0.5890568597604826,-0.11467358619386872,-0.038612138552043235,-0.02707582845125736,0.0
ISIC_0009960,-0.6050513307763656,-0.05996553813333419,-0.061192253649392264,-0.026132381383808162,1.0
ISIC_0009961,-0.6525725541312228,-0.11276192956733799,-0.04651145642285387,-0.022613681850765607,0.0
ISIC_0009962,-0.3032160853134513,-0.110073132553557,-0.06030909248573918,-0.05062689409423107,0.0
ISIC_0009963,-0.587413278971417,-0.107114875705629,-0.053158468180237395,-0.020220321752197346,0.0
ISIC_0009964,-0.5870262915187897,-0.11122080312029925,-0.05247114316275503,-0.019761851439921124,0.0
ISIC_0009965,-0.32814521199339375,-0.12190259495413885,-0.07867307239700669,-0.048629631133046886,0.0
ISIC_0009966,-0.42616786559358694,-0.1359431676028065,-0.0526268466999216,-0.0332521229991935,0.0
ISIC_0009967,-0.6375410570390772,-0.0937761041580267,-0.03776373898548538,-0.0211455051384577,0.0
ISIC_0009968,-0.4687684158259306,-0.13642531557625542,-0.054873243508657465,-0.0337353037200355,0.0
ISIC_0009969,-0.39600738437873967,-0.11756992582374709,-0.048848913870375904,-0.03542177732647106,0.0
ISIC_0009971,-0.6827076574615685,-0.10025021550326846,-0.03612809308449934,-0.017034335885156168,1.0
ISIC_0009972,-0.709236083722669,-0.0892049805434185,-0.028903028456607388,-0.022068710097891783,0.0
ISIC_0009973,-0.34708714574143035,-0.13427254471918876,-0.048558164063732645,-0.03488976425528481,0.0
ISIC_0009974,-0.24096264863392713,-0.15002459188091904,-0.08835673317366377,-0.04956593591548361,0.0
ISIC_0009975,-0.21818597650195015,-0.1558769012355094,-0.06757473486273485,-0.04182008631668013,0.0
ISIC_0009976,-0.7415385434716242,-0.07124777793544362,-0.03199539259160379,-0.023018143076284928,0.0
ISIC_0009977,-0.5412357902131942,-0.14848524407955574,-0.053665816865764215,-0.03772039626209091,0.0
ISIC_0009979,-0.6194261959148617,-0.08301375960788412,-0.035700226943365665,-0.026209243549915662,0.0
ISIC_0009981,-0.6400278578654937,-0.0752518657230902,-0.03419675732102792,-0.02606341025460801,0.0
ISIC_0009982,-0.7569258923238066,-0.07921449809972803,-0.027336081351040917,-0.013189689077498165,0.0
ISIC_0009987,-0.2676891867867591,-0.1014242286866972,-0.08534984218226516,-0.0494332140437444,0.0
ISIC_0009991,-0.21534655644979112,-0.09065645169155451,-0.07393145510932864,-0.04319195953577837,0.0
ISIC_0009993,-0.4618140922186197,-0.11494293395914451,-0.06209704938393257,-0.034425078043424207,1.0
ISIC_0009994,-0.2746901109542807,-0.15614860177158768,-0.04829011155131907,-0.04086636178643652,0.0
ISIC_0009998,-0.49461091129598767,-0.1355403512782165,-0.0679785904668874,-0.033394305012003495,0.0
ISIC_0010000,-0.39239331152590046,-0.0979847938762311,-0.05866066943819029,-0.042223786525720425,1.0
ISIC_0010002,-0.4569800934016626,-0.08841355555390795,-0.0682804738341044,-0.040991252812755063,0.0
ISIC_0010003,-0.633583076117884,-0.06574215877348585,-0.03492161002618005,-0.03191207595840728,0.0
ISIC_0010005,-0.41890329638548,-0.09193533380030672,-0.07543708502798191,-0.03065248515585231,0.0
ISIC_0010006,-0.3875322727910134,-0.10002491198736052,-0.05354760164787847,-0.045048076000328396,0.0
ISIC_0010011,-0.5308236773361094,-0.08788059909486995,-0.06520823090539685,-0.028358498713976055,1.0
ISIC_0010013,-0.5636976426426663,-0.14587972747941053,-0.056753152381101124,-0.030332139082487372,0.0
ISIC_0010014,-0.48064605097141483,-0.13780022649819354,-0.0706139704833123,-0.035963587276380604,0.0
ISIC_0010015,-0.2857506115809167,-0.14129070958784107,-0.05530625847625115,-0.029869009770660565,0.0
ISIC_0010016,-0.48083195835870335,-0.10834229781889665,-0.06582456729559505,-0.026038567747599328,1.0
ISIC_0010017,-0.35299024792616684,-0.13721894753997116,-0.051274425568195364,-0.04026616325155691,0.0
ISIC_0010018,-0.3910150821798544,-0.15626350090508395,-0.049846860875981586,-0.03996748079750198,0.0
ISIC_0010019,-0.3711440445932241,-0.09387054114966215,-0.05634108431326995,-0.041249255531992324,0.0
ISIC_0010020,-0.38793909514298475,-0.13850087351211288,-0.07294519989930037,-0.028249135317664292,0.0
ISIC_0010021,-0.17689659797503315,-0.11976956319478271,-0.06022949417976137,-0.045145387118175895,0.0
ISIC_0010022,-0.5760374201629826,-0.07913105847449625,-0.048380877500002806,-0.02698296497959357,0.0
ISIC_0010024,-0.6606828145428687,-0.09009881630128869,-0.0457684062148333,-0.019225809301561828,1.0
ISIC_0010025,-0.4811690549851821,-0.11693473261020576,-0.06035238835100332,-0.02975818222065635,0.0
ISIC_0010028,-0.5908280743248882,-0.1034849783004986,-0.040570943403992116,-0.030355427691630688,0.0
ISIC_0010029,-0.32729273955651794,-0.0899761649143837,-0.07687445774802742,-0.04863199674823107,1.0
ISIC_0010032,-0.4172457036408946,-0.11772542284369847,-0.0646787645126379,-0.0336053451132291,0.0
ISIC_0010034,-0.4196428139760244,-0.13968467412446284,-0.05586572934159276,-0.02590883831335808,1.0
ISIC_0010036,-0.3787772099193995,-0.12017669149457194,-0.05284447090683855,-0.03857183899739111,1.0
ISIC_0010040,-0.5508067811407666,-0.09364994085526596,-0.05881832563383177,-0.02790897837296591,0.0
ISIC_0010042,-0.6435666058369229,-0.0897687113001164,-0.03191595919597495,-0.028206716383390007,0.0
ISIC_0010043,-0.48073245541343507,-0.11757133476088966,-0.0699181430336265,-0.03456275218475599,0.0
ISIC_0010044,-0.5468929486565496,-0.11868522140244747,-0.05655438646658384,-0.028274139533056797,0.0
ISIC_0010046,-0.46300198553000244,-0.12535616346182538,-0.05842004871994594,-0.0443972084986797,0.0
ISIC_0010047,-0.3231996915815887,-0.15201449465051836,-0.07350951643833137,-0.04489645521344296,0.0
ISIC_0010051,-0.2840923580654626,-0.08061649284877365,-0.05645521339958193,-0.032386684317860626,0.0
ISIC_0010053,-0.7345814207084487,-0.07661867643500075,-0.03931364738324153,-0.018358569434220526,0.0
ISIC_0010054,-0.4314761286257791,-0.11829443911367427,-0.07037230610790271,-0.046581291273716435,1.0
ISIC_0010055,-0.4681488336047795,-0.15520155333332267,-0.0633411370001418,-0.02696695289318221,0.0
ISIC_0010057,-0.35975017284930394,-0.10090130957075272,-0.04508716913504629,-0.03748653621784681,0.0
ISIC_0010058,-0.5162080526513941,-0.10053562677550967,-0.04487117876769711,-0.02493620085736742,0.0
ISIC_0010059,-0.5629169361483424,-0.14196385902947095,-0.044537029499042646,-0.022425862342854264,0.0
ISIC_0010060,-0.690122197517469,-0.06765826425699059,-0.042558938804472535,-0.022836725032867933,0.0
ISIC_0010061,-0.519524632092646,-0.11902841588916538,-0.043113017597743886,-0.03168387104737602,0.0
ISIC_0010062,-0.27232401855126487,-0.15308787190968698,-0.06911704050594358,-0.03178204194127754,0.0
ISIC_0010063,-0.21147285686176515,-0.12202413203901835,-0.05111385717501199,-0.03862840752409891,0.0
ISIC_0010064,-0.5474464151729188,-0.1116101439590857,-0.04111536542882041,-0.03572297547250272,0.0
ISIC_0010066,-0.3840276839390182,-0.08243963790916808,-0.05123038360604709,-0.039659873548165386,0.0
ISIC_0010067,-0.6142417334204227,-0.0940634497013623,-0.06875624516564549,-0.02018570681566484,1.0
ISIC_0010069,-0.6448814121888393,-0.07055813744884576,-0.045286438365574944,-0.03674286607929805,0.0
ISIC_0010070,-0.4093977887636254,-0.10219949159163544,-0.053184733203371776,-0.04537044535114604,0.0
ISIC_0010074,-0.5100374021488523,-0.0960968957492484,-0.04844733214112357,-0.04585055557794748,0.0
ISIC_0010075,-0.24635680953034533,-0.15288260989535002,-0.06261753102939482,-0.04008570567026243,0.0
ISIC_0010077,-0.6925513974217836,-0.11833577627250527,-0.03319862696534083,-0.016725407394749037,0.0
ISIC_0010078,-0.1723871705071363,-0.10494271190466165,-0.06602129859059702,-0.05187451313628211,0.0
ISIC_0010080,-0.4315245732227494,-0.06964100239136478,-0.04423113487047675,-0.02909259162587363,1.0
ISIC_0010081,-0.6642906944760522,-0.08513684416869777,-0.03888591153081264,-0.026965314136506588,1.0
ISIC_0010086,-0.3560363921996329,-0.1074440432165723,-0.08465886860898048,-0.05711142327426763,0.0
ISIC_0010087,-0.6896361051535616,-0.052726701367257794,-0.04492353791608886,-0.028068661111754212,0.0
ISIC_0010088,-0.6772205587561051,-0.059345923597950795,-0.034860599638657924,-0.02135707243558932,0.0
ISIC_0010089,-0.5759448556062265,-0.10419599806450952,-0.0365234400683048,-0.026461718053034045,1.0
ISIC_0010090,-0.7140446562870427,-0.09303538638634429,-0.03354126418004849,-0.02073923987584511,0.0
ISIC_0010092,-0.5559178866373489,-0.11931136412293503,-0.03912290565550097,-0.02309523457430479,0.0
ISIC_0010093,-0.5057180593469881,-0.13474619796400997,-0.0717158431052089,-0.033184349345216135,0.0
ISIC_0010094,-0.40631912660909597,-0.08731203020981926,-0.060511407717361826,-0.03400012773209904,1.0
ISIC_0010100,-0.3753968289111795,-0.1089147666270548,-0.06422805544086094,-0.03849066159023701,0.0
ISIC_0010102,-0.4664061862272017,-0.11707922281363775,-0.05133309293603125,-0.04100940315783708,0.0
ISIC_0010104,-0.6635248914592531,-0.06957800018285301,-0.034015790708703725,-0.028242116193640587,0.0
ISIC_0010105,-0.5482551868181353,-0.12626996084021308,-0.05564898905437696,-0.03367872009629952,0.0
ISIC_0010168,-0.45191746818523865,-0.1267473794089402,-0.05167805298834072,-0.02866883036881951,0.0
ISIC_0010170,-0.5607582092698395,-0.13608053900363226,-0.050006875014077135,-0.020214706840324725,0.0
ISIC_0010171,-0.38062042169657095,-0.1425274385425766,-0.07842140748630222,-0.03604403897679159,1.0
ISIC_0010173,-0.7389747989044448,-0.09001869124032308,-0.03526839593252118,-0.01840603244114042,0.0
ISIC_0010174,-0.43400428161952953,-0.13519416601639817,-0.06202553009655226,-0.037497784862936784,1.0
ISIC_0010176,-0.5268039954203978,-0.11328295988013204,-0.051218001685983505,-0.029955221352014894,0.0
ISIC_0010177,-0.6788547972820007,-0.09628102803420899,-0.03175775170952436,-0.02492677034349311,0.0
ISIC_0010178,-0.5794808858950886,-0.08480153403572768,-0.04770907605998856,-0.036851985773221296,0.0
ISIC_0010180,-0.648878538351944,-0.09766665626732551,-0.03761156605513391,-0.020346734462425575,0.0
ISIC_0010182,-0.6241969540090841,-0.0851836482992934,-0.04832438333040637,-0.029314625296064073,0.0
ISIC_0010184,-0.43474677589789185,-0.11888446275200548,-0.0724761617755244,-0.03314318124434121,0.0
ISIC_0010185,-0.6757090641530896,-0.08317154898011661,-0.026205972324900018,-0.02234440605044792,0.0
ISIC_0010186,-0.3573892721058459,-0.08885922255077888,-0.0813311223174838,-0.05920402435530164,0.0
ISIC_0010187,-0.33475775276855435,-0.13214926148521472,-0.05564154960862072,-0.02849099417109402,0.0
ISIC_0010191,-0.3073778827755177,-0.17031941191259692,-0.05053029830705341,-0.04463523263712049,0.0
ISIC_0010192,-0.3249121193774199,-0.12383405985422508,-0.07272667807831182,-0.03948633986195535,0.0
ISIC_0010193,-0.4495487131695401,-0.12625672740015265,-0.04695343134638624,-0.03939542355447634,0.0
